UserID,MovieID,Rating
0,1104,5
0,639,3
0,853,3
0,3177,4
0,2162,5
0,1107,3
0,1195,5
0,2599,5
0,580,4
0,858,4
0,581,5
0,877,4
0,2205,4
0,2710,4
0,970,5
0,2586,4
0,2483,3
0,1838,4
0,2889,5
0,2592,4
0,2128,3
0,689,3
0,1178,5
0,513,5
0,2147,3
0,47,5
0,1025,4
0,1574,4
0,1421,4
0,708,3
0,2102,4
0,2969,4
0,1439,4
0,574,4
0,1727,4
0,740,4
0,1658,5
0,957,5
0,2557,4
0,144,5
0,0,5
0,1781,5
0,1782,4
0,2488,4
0,253,4
0,963,5
0,964,5
0,1117,4
0,1848,5
0,517,4
0,2898,4
0,593,4
0,1154,4
1,1259,5
1,2853,4
1,1414,4
1,626,3
1,2013,4
1,627,4
1,2078,5
1,2426,3
1,1031,3
1,2708,3
1,3235,5
1,1120,4
1,1623,3
1,1550,3
1,1123,2
1,3341,5
1,2674,3
1,2816,4
1,1127,3
1,2889,4
1,420,2
1,1945,3
1,2891,2
1,2892,3
1,2821,4
1,1161,3
1,1478,5
1,283,3
1,2046,5
1,2856,4
1,841,2
1,358,4
1,1167,5
1,2931,5
1,1420,4
1,1201,5
1,1099,4
1,3031,4
1,3032,2
1,3033,3
1,106,5
1,2086,3
1,2296,3
1,1656,4
1,3238,5
1,575,4
1,1553,3
1,3412,3
1,2645,3
1,1765,5
1,920,4
1,1693,4
1,2651,4
1,1135,5
1,1848,4
1,501,5
1,428,3
1,2120,3
1,258,4
1,1306,3
1,1012,3
1,3457,2
1,466,5
1,1337,4
1,1886,5
1,1173,3
1,1271,5
1,1104,5
1,1631,3
1,1273,3
1,2160,4
1,3107,4
1,2234,2
1,576,5
1,1106,5
1,1428,3
1,702,4
1,1108,4
1,579,5
1,2166,3
1,92,2
1,2512,3
1,2374,4
1,1737,3
1,2203,4
1,3493,3
1,1773,4
1,1466,3
1,3566,3
1,1774,5
1,1775,4
1,228,3
1,1047,5
1,1777,5
1,157,4
1,20,1
1,159,3
1,2128,3
1,1018,2
1,370,5
1,2307,5
1,339,4
1,443,4
1,1024,4
1,859,5
1,445,3
1,1406,4
1,3186,4
1,1286,3
1,3219,4
1,2879,4
1,737,3
1,484,3
1,2523,3
1,1822,5
1,1782,5
1,1618,5
1,2735,4
1,1826,3
1,309,5
1,1117,4
1,1788,2
1,3436,3
1,1152,3
1,346,5
1,1153,2
1,1154,5
1,3647,1
1,1155,5
2,3189,4
2,1504,2
2,627,3
2,1295,4
2,3301,3
2,101,4
2,2530,4
2,1120,4
2,1327,3
2,3622,3
2,1007,5
2,2785,3
2,1483,5
2,1199,4
2,1167,5
2,632,4
2,1986,5
2,1449,3
2,3379,2
2,253,5
2,2651,4
2,2898,3
2,982,4
2,1169,1
2,538,4
2,466,4
2,1173,2
2,1174,5
2,699,5
2,1106,4
2,576,4
2,2162,5
2,1107,5
2,1108,5
2,1279,5
2,579,3
2,1280,4
2,3318,5
2,1212,5
2,1178,3
2,2277,4
2,2952,4
2,2415,2
2,1781,4
2,3429,5
2,1826,4
2,2664,4
2,1934,4
2,1788,4
2,1059,5
2,1900,4
3,3235,5
3,1120,3
3,2743,4
3,1124,4
3,971,4
3,253,5
3,1848,5
3,466,4
3,1106,2
3,1108,5
3,1774,5
3,1025,4
3,3186,4
3,3460,4
3,2173,4
3,1288,5
3,3294,1
3,1111,5
3,2488,5
3,2739,5
3,1148,5
4,2775,4
4,2140,4
4,1087,5
4,38,3
4,279,2
4,2144,5
4,1413,4
4,1293,4
4,2078,2
4,1356,3
4,804,2
4,1546,3
4,810,4
4,1547,3
4,2708,1
4,2565,4
4,209,3
4,1603,4
4,487,1
4,3341,2
4,492,4
4,1158,5
4,3550,2
4,495,4
4,40,4
4,1478,4
4,1877,1
4,3556,3
4,2785,5
4,46,3
4,2495,4
4,287,4
4,567,3
4,1485,3
4,694,4
4,290,3
4,2864,2
4,2364,4
4,1729,3
4,144,2
4,217,3
4,3486,2
4,222,3
4,5,2
4,2794,3
4,2651,4
4,980,5
4,501,4
4,754,2
4,49,5
4,50,2
4,1102,2
4,1103,5
4,699,1
4,2865,3
4,367,4
4,2160,3
4,1176,2
4,2867,5
4,2234,5
4,3280,1
4,2235,3
4,2162,5
4,2090,3
4,3281,2
4,1430,3
4,1732,3
4,579,4
4,2166,3
4,2511,3
4,1371,3
4,2512,1
4,2374,5
4,2097,4
4,156,4
4,1050,1
4,2803,4
4,1889,2
4,1563,3
4,2947,5
4,2244,2
4,2099,5
4,1500,4
4,1187,1
4,2516,3
4,2518,4
4,1741,4
4,2520,2
4,1743,3
4,2383,4
4,3155,2
4,3502,1
4,907,3
4,835,4
4,2807,1
4,1621,3
4,309,3
4,170,4
4,447,3
4,593,4
4,1325,3
4,1978,1
4,1569,4
4,1506,3
4,3025,1
4,2959,2
4,1572,3
4,2601,2
4,2529,2
4,1512,4
4,312,3
4,1833,3
4,2884,1
4,2744,2
4,1123,5
4,1625,3
4,2400,5
4,1384,3
4,2889,2
4,2748,4
4,1391,3
4,1574,1
4,1575,2
4,1513,3
4,847,4
4,1449,4
4,1516,2
4,2191,3
4,1581,4
4,3243,3
4,2683,4
4,2897,1
4,1848,2
4,15,3
4,258,3
4,1849,4
4,188,3
4,537,4
4,1394,4
4,2832,3
4,2126,4
4,1398,4
4,1017,5
4,3036,4
4,852,5
4,1582,4
4,3177,3
4,3178,3
4,2405,2
4,1342,4
4,1584,5
4,1585,3
4,2197,4
4,1586,4
4,3042,2
4,3043,4
4,858,4
4,3384,3
4,2202,5
4,1463,1
4,2480,3
4,398,2
4,2554,3
4,931,5
4,1704,3
4,1705,4
4,265,3
4,23,1
4,2837,2
4,338,4
4,2130,4
4,1021,2
4,28,5
4,548,4
4,1023,4
4,1406,3
4,1408,4
4,3186,3
4,2007,1
4,483,3
4,196,2
4,1593,2
4,2701,4
4,2557,3
4,2488,4
4,1786,2
4,3266,3
4,343,2
4,31,4
4,1151,3
4,1717,4
4,1083,4
4,3543,3
4,33,4
4,346,1
4,347,2
4,35,3
4,683,4
5,2213,5
5,1029,4
5,3475,4
5,965,4
5,1551,5
5,970,5
5,3341,4
5,354,4
5,3268,5
5,2857,4
5,358,4
5,287,2
5,47,5
5,2859,5
5,1099,4
5,3275,3
5,574,4
5,0,4
5,978,4
5,2651,1
5,367,3
5,576,3
5,581,4
5,583,5
5,373,4
5,2312,3
5,3291,3
5,1439,4
5,1441,4
5,1826,4
5,1900,4
5,1901,3
5,3360,3
5,3364,5
5,2597,4
5,3301,4
5,3303,5
5,1120,3
5,3510,5
5,3440,3
5,1837,3
5,3443,3
5,3370,3
5,1204,3
5,786,4
5,942,3
5,1767,5
5,2755,5
5,259,4
5,16,4
5,3457,4
5,1336,4
5,1016,5
5,851,4
5,193,5
5,853,5
5,3177,5
5,1634,3
5,3384,4
5,2276,3
5,2203,4
5,1919,3
5,1779,3
5,2128,3
5,1281,5
5,859,4
5,555,4
5,1537,4
5,3328,4
5,963,4
5,33,4
6,627,4
6,805,4
6,2708,5
6,3341,3
6,3550,3
6,1478,5
6,575,5
6,5,4
6,428,4
6,699,5
6,367,3
6,2160,5
6,1106,5
6,2374,5
6,370,5
6,1817,5
6,1178,4
6,443,5
6,1445,4
6,3510,4
6,2891,3
6,460,5
6,1575,4
6,3032,5
6,1449,4
6,106,5
6,1131,4
6,1848,5
6,466,4
6,339,5
6,3186,3
7,38,3
7,2143,3
7,279,5
7,3193,3
7,2078,3
7,1356,4
7,1294,5
7,1545,4
7,2708,5
7,492,3
7,494,3
7,2993,3
7,41,3
7,629,5
7,3267,3
7,287,5
7,2931,5
7,2932,3
7,2497,3
7,2086,3
7,1364,3
7,2296,2
7,575,5
7,1658,4
7,1555,3
7,144,4
7,145,4
7,0,4
7,496,3
7,3,3
7,2794,3
7,2651,5
7,1488,3
7,1173,5
7,699,3
7,367,4
7,2939,3
7,2234,5
7,56,5
7,2507,3
7,2236,2
7,1661,4
7,2374,5
7,1736,5
7,1374,3
7,223,4
7,1044,4
7,155,3
7,157,5
7,1309,5
7,510,5
7,991,3
7,513,4
7,440,3
7,1560,4
7,1182,5
7,704,5
7,1563,5
7,1185,3
7,2099,5
7,1502,5
7,3295,4
7,2105,3
7,3155,3
7,1826,3
7,593,5
7,451,5
7,1566,3
7,524,3
7,383,2
7,2249,4
7,1259,4
7,71,4
7,3022,4
7,2956,2
7,1445,4
7,102,4
7,1120,4
7,1123,5
7,246,5
7,2889,4
7,2891,5
7,3026,3
7,3028,3
7,1574,5
7,462,3
7,3032,5
7,847,5
7,3033,3
7,1516,5
7,1449,4
7,106,5
7,107,5
7,3035,4
7,2969,4
7,1458,4
7,1843,3
7,13,4
7,1848,5
7,327,5
7,258,4
7,15,4
7,259,4
7,16,4
7,2122,3
7,2401,2
7,466,5
7,262,4
7,541,4
7,1631,3
7,3036,3
7,1582,4
7,1523,3
7,3041,5
7,1587,4
7,3043,5
7,3248,4
7,2203,5
7,2482,4
7,2484,3
7,335,3
7,2127,2
7,23,4
7,24,5
7,2131,3
7,339,4
7,548,5
7,2136,5
7,1637,2
7,2346,3
7,3186,3
7,1536,5
7,2701,3
7,1541,5
7,2488,5
7,962,4
7,2494,5
7,275,3
7,35,4
8,2078,4
8,1356,4
8,1294,3
8,805,2
8,1545,4
8,3475,3
8,494,3
8,3550,4
8,689,4
8,357,3
8,46,5
8,2931,4
8,2932,3
8,1485,4
8,2086,4
8,216,4
8,144,3
8,3072,4
8,0,5
8,2794,3
8,2651,4
8,3701,3
8,49,4
8,1173,4
8,759,3
8,3277,3
8,367,3
8,1428,2
8,576,5
8,3280,3
8,2162,4
8,1732,3
8,579,5
8,2374,5
8,583,3
8,291,4
8,1613,4
8,156,4
8,510,4
8,3075,2
8,1245,3
8,513,5
8,2944,3
8,515,5
8,443,5
8,1563,4
8,708,4
8,3220,2
8,2102,4
8,1741,4
8,1502,4
8,1743,5
8,1618,3
8,992,4
8,309,5
8,593,4
8,1258,3
8,1260,4
8,2961,3
8,3508,4
8,1120,4
8,3582,2
8,1123,4
8,3512,2
8,2400,2
8,2110,4
8,1384,4
8,2748,4
8,1066,4
8,1985,4
8,1574,5
8,3029,4
8,3031,4
8,1516,4
8,786,3
8,1453,5
8,1131,4
8,1133,4
8,2683,5
8,1848,5
8,2898,4
8,15,4
8,466,4
8,1017,4
8,851,4
8,1340,3
8,3177,4
8,3383,4
8,735,5
8,1532,3
8,3251,2
8,398,3
8,3669,3
8,931,4
8,1142,3
8,1215,4
8,24,4
8,2131,5
8,339,4
8,859,3
8,3046,3
8,2557,4
8,1781,5
8,2488,4
8,1216,3
8,414,3
9,2420,5
9,627,4
9,2426,3
9,3129,5
9,3130,3
9,1545,5
9,1601,4
9,1223,3
9,1943,3
9,1944,5
9,1158,3
9,1873,4
9,1160,3
9,1161,5
9,689,5
9,3622,3
9,1162,3
9,3623,3
9,1164,3
9,3267,5
9,1165,5
9,3268,5
9,2785,4
9,1167,3
9,632,4
9,1653,5
9,3134,5
9,572,3
9,573,5
9,3206,3
9,574,4
9,3207,2
9,575,4
9,1553,4
9,3070,4
9,216,2
9,144,5
9,2302,4
9,0,5
9,2303,4
9,1,5
9,2304,4
9,147,3
9,6,4
9,1952,4
9,1954,4
9,3701,4
9,1955,4
9,1956,4
9,1306,4
9,756,5
9,1957,3
9,1307,5
9,1886,3
9,1173,5
9,1241,5
9,1177,5
9,1106,5
9,576,5
9,1107,5
9,1108,5
9,2438,5
9,578,4
9,580,5
9,2511,4
9,581,5
9,2512,4
9,2374,5
9,582,4
9,3215,5
9,583,4
9,1738,3
9,1959,5
9,1309,4
9,1891,4
9,1178,4
9,1179,5
9,1247,3
9,1896,3
9,1897,4
9,1184,3
9,706,3
9,649,3
9,1186,5
9,708,5
9,3219,5
9,3292,2
9,1741,4
9,1743,5
9,1747,3
9,3155,4
9,2455,4
9,3157,3
9,1618,5
9,307,5
9,308,4
9,309,4
9,241,5
9,1899,4
9,1900,5
9,1901,3
9,1190,5
9,1258,5
9,1191,3
9,713,4
9,1259,5
9,1906,5
9,1194,5
9,1195,3
9,2599,5
9,3368,3
9,2460,4
9,3233,5
9,2884,3
9,2108,5
9,246,5
9,174,2
9,2400,5
9,2110,5
9,319,5
9,2820,4
9,2892,5
9,2821,3
9,180,3
9,1980,5
9,2823,5
9,1909,4
9,2825,4
9,1910,3
9,841,5
9,778,5
9,1912,4
9,1199,5
9,843,4
9,1913,4
9,1200,5
9,1201,4
9,1915,5
9,1202,4
9,727,4
9,3238,5
9,2541,5
9,944,5
9,1767,5
9,1768,4
9,323,3
9,253,5
9,2898,4
9,2120,5
9,329,5
9,1394,3
9,2124,4
9,1336,5
9,1398,3
9,1272,4
9,1993,5
9,1273,4
9,851,3
9,852,3
9,1275,4
9,853,5
9,1276,4
9,854,5
9,1277,4
9,1278,3
9,855,5
9,857,5
9,858,5
9,947,3
9,3248,4
9,2621,4
